Net Asset Value,NAV date
204.9371,24-Sep-21
204.7082,27-Sep-21
203.4143,28-Sep-21
204.0008,29-Sep-21
203.5361,30-Sep-21
203.2004,01-Oct-21
205.6634,04-Oct-21
206.1681,05-Oct-21
204.4038,06-Oct-21
205.7593,07-Oct-21
206.5369,08-Oct-21
207.564,11-Oct-21
207.7442,12-Oct-21
209.1119,13-Oct-21
210.6233,14-Oct-21
211.3614,18-Oct-21
209.9796,19-Oct-21
208.1891,20-Oct-21
207.7143,21-Oct-21
206.3979,22-Oct-21
205.8419,25-Oct-21
207.2399,26-Oct-21
207.503,27-Oct-21
204.7109,28-Oct-21
203.9145,29-Oct-21
205.8743,01-Nov-21
205.6104,02-Nov-21
205.2061,03-Nov-21
206.6911,08-Nov-21
206.6714,09-Nov-21
206.6095,10-Nov-21
205.6196,11-Nov-21
207.1926,12-Nov-21
207.8316,15-Nov-21
206.4925,16-Nov-21
205.7268,17-Nov-21
204.7602,18-Nov-21
201.9996,22-Nov-21
203.3437,23-Nov-21
203.2888,24-Nov-21
204.2476,25-Nov-21
200.7827,26-Nov-21
200.1492,29-Nov-21
200.4994,30-Nov-21
200.9686,01-Dec-21
202.3938,02-Dec-21
201.1565,03-Dec-21
198.9393,06-Dec-21
200.6196,07-Dec-21
202.7041,08-Dec-21
203.043,09-Dec-21
202.9322,10-Dec-21
202.1705,13-Dec-21
202.0535,14-Dec-21
201.1014,15-Dec-21
201.1274,16-Dec-21
199.3555,17-Dec-21
196.1993,20-Dec-21
197.3137,21-Dec-21
199.6518,22-Dec-21
200.4328,23-Dec-21
199.8544,24-Dec-21
200.5268,27-Dec-21
201.6921,28-Dec-21
201.7752,29-Dec-21
201.6431,30-Dec-21
203.2163,31-Dec-21
204.6563,03-Jan-22
205.4452,04-Jan-22
205.9872,05-Jan-22
205.2163,06-Jan-22
205.6806,07-Jan-22
206.5265,10-Jan-22
206.295,11-Jan-22
207.3989,12-Jan-22
208.0381,13-Jan-22
208.3317,14-Jan-22
208.3509,17-Jan-22
206.9984,18-Jan-22
205.8205,19-Jan-22
205.0979,20-Jan-22
203.1595,21-Jan-22
199.3323,24-Jan-22
200.7707,25-Jan-22
199.4019,27-Jan-22
199.4664,28-Jan-22
201.163,31-Jan-22
202.8736,01-Feb-22
204.2039,02-Feb-22
203.0368,03-Feb-22
202.7183,04-Feb-22
200.939,07-Feb-22
201.5931,08-Feb-22
203.1954,09-Feb-22
204.0789,10-Feb-22
202.1142,11-Feb-22
197.6773,14-Feb-22
201.2645,15-Feb-22
201.1945,16-Feb-22
200.8864,17-Feb-22
199.9952,18-Feb-22
199.3284,21-Feb-22
198.7538,22-Feb-22
198.6973,23-Feb-22
192.6912,24-Feb-22
196.6548,25-Feb-22
198.3573,28-Feb-22
196.8587,02-Mar-22
196.675,03-Mar-22
194.5453,04-Mar-22
192.496,07-Mar-22
193.7382,08-Mar-22
195.8752,09-Mar-22
198.0201,10-Mar-22
198.6154,11-Mar-22
200.1421,14-Mar-22
198.8665,15-Mar-22
200.8078,16-Mar-22
202.8584,17-Mar-22
201.599,21-Mar-22
202.5213,22-Mar-22
202.3015,23-Mar-22
201.8497,24-Mar-22
201.3422,25-Mar-22
201.87,28-Mar-22
203.056,29-Mar-22
204.1608,30-Mar-22
203.522,31-Mar-22
205.0732,01-Apr-22
207.7567,04-Apr-22
207.6188,05-Apr-22
206.8153,06-Apr-22
206.1181,07-Apr-22
206.9227,08-Apr-22
206.3949,11-Apr-22
204.8881,12-Apr-22
204.7503,13-Apr-22
203.2148,18-Apr-22
201.7372,19-Apr-22
202.9904,20-Apr-22
204.8019,21-Apr-22
202.7551,22-Apr-22
201.0182,25-Apr-22
202.9859,26-Apr-22
201.4359,27-Apr-22
202.7097,28-Apr-22
201.8184,29-Apr-22
201.6542,02-May-22
198.0695,04-May-22
198.1636,05-May-22
195.5675,06-May-22
194.7232,09-May-22
193.5752,10-May-22
192.8411,11-May-22
190.1748,12-May-22
190.1105,13-May-22
191.085,16-May-22
194.1892,17-May-22
193.9092,18-May-22
190.6815,19-May-22
193.2987,20-May-22
191.9362,23-May-22
191.8506,24-May-22
190.5684,25-May-22
191.7899,26-May-22
193.5471,27-May-22
195.8185,30-May-22
195.9534,31-May-22
195.1113,01-Jun-22
195.8808,02-Jun-22
