Net Asset Value,NAV date
18.4085,27-Nov-14
18.4086,28-Nov-14
18.4242,01-Dec-14
18.4185,02-Dec-14
18.4264,03-Dec-14
18.4321,04-Dec-14
18.4402,05-Dec-14
18.4436,08-Dec-14
18.4374,09-Dec-14
18.4334,10-Dec-14
18.4447,11-Dec-14
18.4473,12-Dec-14
18.4538,15-Dec-14
18.464,16-Dec-14
18.4803,17-Dec-14
18.4887,18-Dec-14
18.501,19-Dec-14
18.5108,22-Dec-14
18.5166,23-Dec-14
18.4991,24-Dec-14
18.5198,26-Dec-14
18.5374,29-Dec-14
18.5387,30-Dec-14
18.5464,31-Dec-14
18.5528,01-Jan-15
18.5504,02-Jan-15
18.5661,05-Jan-15
18.5982,06-Jan-15
18.5926,07-Jan-15
18.5978,08-Jan-15
18.6017,09-Jan-15
18.5965,12-Jan-15
18.6166,13-Jan-15
18.6145,14-Jan-15
18.6149,15-Jan-15
18.6131,16-Jan-15
18.6219,19-Jan-15
18.6314,20-Jan-15
18.6385,21-Jan-15
18.6275,22-Jan-15
18.6399,23-Jan-15
18.6498,27-Jan-15
18.6674,28-Jan-15
18.6845,29-Jan-15
18.6942,30-Jan-15
18.6893,02-Feb-15
18.7055,03-Feb-15
18.7032,04-Feb-15
18.7292,05-Feb-15
18.7345,06-Feb-15
18.7396,09-Feb-15
18.7375,10-Feb-15
18.7341,11-Feb-15
18.7379,12-Feb-15
18.7488,13-Feb-15
18.7526,16-Feb-15
18.7602,18-Feb-15
18.7756,19-Feb-15
18.7831,20-Feb-15
18.8075,23-Feb-15
18.8014,24-Feb-15
18.809,25-Feb-15
18.8289,26-Feb-15
18.8245,27-Feb-15
18.819,02-Mar-15
18.8078,03-Mar-15
18.8423,04-Mar-15
18.8264,05-Mar-15
18.8616,09-Mar-15
18.8546,10-Mar-15
18.8415,11-Mar-15
18.8412,12-Mar-15
18.8765,13-Mar-15
18.8566,16-Mar-15
18.8724,17-Mar-15
18.8766,18-Mar-15
18.9016,19-Mar-15
18.899,20-Mar-15
18.9114,23-Mar-15
18.9071,24-Mar-15
18.9231,25-Mar-15
18.915,26-Mar-15
18.9076,27-Mar-15
18.9466,30-Mar-15
18.9762,31-Mar-15
18.977,01-Apr-15
18.9943,06-Apr-15
18.9846,07-Apr-15
18.9921,08-Apr-15
19.0089,09-Apr-15
19.0121,10-Apr-15
19.0248,13-Apr-15
19.0255,15-Apr-15
19.0277,16-Apr-15
19.0428,17-Apr-15
19.0563,20-Apr-15
19.0753,21-Apr-15
19.0674,22-Apr-15
19.092,23-Apr-15
19.0983,24-Apr-15
19.1118,27-Apr-15
19.0965,28-Apr-15
19.1175,29-Apr-15
19.1075,30-Apr-15
19.1302,04-May-15
19.1397,05-May-15
19.1685,06-May-15
19.169,07-May-15
19.1848,08-May-15
19.1801,11-May-15
19.2072,12-May-15
19.1989,13-May-15
19.205,14-May-15
19.2122,15-May-15
19.213,18-May-15
19.2187,19-May-15
19.2204,20-May-15
19.2201,21-May-15
19.2362,22-May-15
19.2441,25-May-15
19.2442,26-May-15
19.2497,27-May-15
19.2516,28-May-15
19.2459,29-May-15
19.2662,01-Jun-15
19.29,02-Jun-15
19.2899,03-Jun-15
19.2832,04-Jun-15
19.3101,05-Jun-15
19.3035,08-Jun-15
19.2974,09-Jun-15
19.3119,10-Jun-15
19.3191,11-Jun-15
19.31,12-Jun-15
19.3294,15-Jun-15
19.3243,16-Jun-15
19.3408,17-Jun-15
19.3418,18-Jun-15
19.3336,19-Jun-15
19.3462,22-Jun-15
19.3422,23-Jun-15
19.3564,24-Jun-15
19.3527,25-Jun-15
19.3743,26-Jun-15
19.3855,29-Jun-15
19.3714,30-Jun-15
19.3777,01-Jul-15
19.3876,02-Jul-15
19.383,03-Jul-15
19.3695,06-Jul-15
19.3812,07-Jul-15
19.3825,08-Jul-15
19.3843,09-Jul-15
19.3796,10-Jul-15
19.3833,13-Jul-15
19.4029,14-Jul-15
19.4005,15-Jul-15
19.4005,16-Jul-15
19.4155,17-Jul-15
19.4095,20-Jul-15
19.4209,21-Jul-15
19.4158,22-Jul-15
19.4269,23-Jul-15
19.4231,24-Jul-15
19.4269,27-Jul-15
19.4252,28-Jul-15
19.4347,29-Jul-15
19.4355,30-Jul-15
19.4456,31-Jul-15
19.4608,03-Aug-15
19.4612,04-Aug-15
19.4601,05-Aug-15
19.467,06-Aug-15
19.4704,07-Aug-15
19.4853,10-Aug-15
19.4718,11-Aug-15
19.4792,12-Aug-15
19.4802,13-Aug-15
19.4867,14-Aug-15
19.4985,17-Aug-15
19.4984,18-Aug-15
19.5056,19-Aug-15
19.5207,20-Aug-15
19.517,21-Aug-15
19.5425,24-Aug-15
19.5349,25-Aug-15
19.5351,26-Aug-15
19.5248,27-Aug-15
19.548,28-Aug-15
19.5529,31-Aug-15
19.5756,01-Sep-15
19.5631,02-Sep-15
19.567,03-Sep-15
19.5773,04-Sep-15
19.5775,07-Sep-15
19.5632,08-Sep-15
19.5862,09-Sep-15
19.5717,10-Sep-15
19.5905,11-Sep-15
19.5894,14-Sep-15
19.5985,15-Sep-15
19.6121,16-Sep-15
19.6141,18-Sep-15
19.6135,21-Sep-15
