Net Asset Value,NAV date
42.818,13-Dec-18
42.8396,14-Dec-18
43.1653,17-Dec-18
43.235,18-Dec-18
43.4888,19-Dec-18
43.3983,20-Dec-18
42.7831,21-Dec-18
42.3126,24-Dec-18
42.3429,26-Dec-18
42.4461,27-Dec-18
42.8081,28-Dec-18
42.8968,31-Dec-18
42.9711,01-Jan-19
42.5689,02-Jan-19
42.3185,03-Jan-19
42.3029,04-Jan-19
42.1604,07-Jan-19
41.7156,08-Jan-19
41.6918,09-Jan-19
41.7269,10-Jan-19
41.4862,11-Jan-19
41.2413,14-Jan-19
41.6487,15-Jan-19
41.4109,16-Jan-19
41.4083,17-Jan-19
41.3712,18-Jan-19
41.3021,21-Jan-19
41.2178,22-Jan-19
41.3099,23-Jan-19
41.1506,24-Jan-19
40.8511,25-Jan-19
40.3638,28-Jan-19
40.3315,29-Jan-19
40.3032,30-Jan-19
40.5884,31-Jan-19
40.9983,01-Feb-19
41.1503,04-Feb-19
41.3792,05-Feb-19
41.8368,06-Feb-19
42.1411,07-Feb-19
41.8596,08-Feb-19
41.5392,11-Feb-19
41.3225,12-Feb-19
41.2992,13-Feb-19
41.0948,14-Feb-19
40.8154,15-Feb-19
40.3741,18-Feb-19
40.2754,19-Feb-19
40.7306,20-Feb-19
40.7963,21-Feb-19
40.747,22-Feb-19
41.2951,25-Feb-19
41.5526,26-Feb-19
41.5453,27-Feb-19
41.4258,28-Feb-19
41.5927,01-Mar-19
42.0857,05-Mar-19
42.3069,06-Mar-19
42.1519,07-Mar-19
42.2534,08-Mar-19
42.8566,11-Mar-19
43.1025,12-Mar-19
43.3422,13-Mar-19
43.2238,14-Mar-19
43.485,15-Mar-19
43.3368,18-Mar-19
43.3356,19-Mar-19
43.0769,20-Mar-19
42.9359,22-Mar-19
42.672,25-Mar-19
43.1396,26-Mar-19
43.1237,27-Mar-19
43.4593,28-Mar-19
43.7618,29-Mar-19
43.9584,01-Apr-19
44.0682,02-Apr-19
44.0598,03-Apr-19
43.9193,04-Apr-19
44.2257,05-Apr-19
44.1127,08-Apr-19
44.1831,09-Apr-19
44.0011,10-Apr-19
43.9255,11-Apr-19
44.0035,12-Apr-19
44.3967,15-Apr-19
44.6357,16-Apr-19
44.2864,18-Apr-19
43.8112,22-Apr-19
43.7834,23-Apr-19
44.3996,24-Apr-19
44.1396,25-Apr-19
44.2888,26-Apr-19
44.4099,30-Apr-19
44.4491,02-May-19
44.2485,03-May-19
43.8686,06-May-19
43.6492,07-May-19
43.1584,08-May-19
43.0011,09-May-19
43.0309,10-May-19
42.6416,13-May-19
42.4044,14-May-19
42.7757,15-May-19
42.9952,16-May-19
43.4867,17-May-19
45.0948,20-May-19
44.5432,21-May-19
44.7576,22-May-19
44.5686,23-May-19
45.0711,24-May-19
45.3266,27-May-19
45.4285,28-May-19
45.5256,29-May-19
46.026,30-May-19
46.1147,31-May-19
46.6832,03-Jun-19
46.5195,04-Jun-19
46.0006,06-Jun-19
